# ФОРМЫ ВОПРОСА СВОДА И ТО, ЧИТАЕТ ЛИ ИХ КТО-НИБУДЬ (06.09)
#
# СЛОВА ВОПРОСА НЕ ЧИТАЕТ НИКТО — не в одном суде, а в корпусе вообще.
# Порченый вопрос («кратн ли 7 числу 3?») остаётся вопросной половиной
# объявленной пары и покрыт правилом (б) закона покрытия; пара проверяет
# ВЕЛИЧИНЫ вопроса и их порядок, а слова — нет.
#
#     ЗАКОН ПАРЫ ЧИТАЕТ ВЕЛИЧИНЫ, И ПОТОМУ ОН СЛЕП НА ВОПРОС О СВОЙСТВЕ.
#     «чётно ли 32?» и «чётн ли 32?» несут одни и те же величины в одном
#     порядке — пара их не различает, а иного читателя у вопроса нет.
#
# ЧИТАЕТСЯ ли форма — проверено ПОРЧЕЙ первого слова вопроса в три буквы:
# если вердикт СТРОКИ дрогнул (ложь или немота), слова читал кто-то.
# Выборка: 40 строк на мир.
форма	миры	строк	читается	пример
# é divisível apenas por # e por si mesmo?	inquiry_pt_nl	2	да	50 é divisível apenas por 1 e por si mesmo?
# é divisível por #?	inquiry_pt_nl	2	да	65 é divisível por 4?
# ÷ # e # ÷ # são a mesma coisa?	rewrite	2	да	18 ÷ 6 e 18 ÷ 3 são a mesma coisa?
# — это # процентов какого числа?	shares_percent	2	да	10 — это 40 процентов какого числа?
#^# − # = # è primo. #^# − # = # è primo. #^# − # = # è primo. #^# − # = # è primo. ne segue che #^n − # è primo per ogni n primo?	indu	2	НЕТ	2^2 − 1 = 3 è primo. 2^3 − 1 = 7 è primo. 2^5 − 1 = 31 è primo. 2^7 − 1 = 127 è primo. ne segue che 2^n − 1 è 
Léa avait # crayons. elle a donné # crayons à son père. combien de crayons a Léa maintenant ?	kinbearer	2	да	Léa avait 9 crayons. elle a donné 3 crayons à son père. combien de crayons a Léa maintenant ?
Zoé avait # crayons et {Носитель} avait # crayons. Zoé lui a donné # crayons. combien de crayons a {Носитель} maintenant ?	pronobject	2	да	Zoé avait 11 crayons et Hugo avait 6 crayons. Zoé lui a donné 3 crayons. combien de crayons a Hugo maintenant 
a car and a bicycle cost # dollars together. the car costs twice as much as the bicycle. how much does the bicycle cost?	measure_story	2	да	a car and a bicycle cost 75 dollars together. the car costs twice as much as the bicycle. how much does the bi
a^# + b^# = c^# with a = # and b = # — what is c?	formulas	2	НЕТ	a^2 + b^2 = c^2 with a = 8 and b = 15 — what is c?
additionne # et #. qu'est-ce que ça donne ?	opforms	2	да	additionne 5 et 6. qu'est-ce que ça donne ?
affirmation : # + # = #. la vérification porte sur autre chose : # − # = #. quel est le verdict ?	verifyforms	2	да	affirmation : 70 + 65 = 135. la vérification porte sur autre chose : 70 − 65 = 5. quel est le verdict ?
aiutami, per favore: quanto è # diviso #?	cross	2	да	aiutami, per favore: quanto è 12 diviso 4?
als n even is, is n + # even?	inquiry_pt_nl	2	да	als n even is, is n + 9 even?
are # and # coprime?	numbers	2	да	are 6 and 11 coprime?
bir sayı, rakamları toplamı #'e bölünüyorsa #'e bölünür demek doğru mudur?	inquiry_pl_tr	2	да	bir sayı, rakamları toplamı 3'e bölünüyorsa 3'e bölünür demek doğru mudur?
by how much is # warmer than −#?	signedworld	2	да	by how much is 4 warmer than −19?
cada billete cuesta # €. el descuento es de # € en cada billete. ¿cuánto se paga por # billetes?	discountroad	2	да	cada billete cuesta 91 €. el descuento es de 49 € en cada billete. ¿cuánto se paga por 4 billetes?
cada pacote custa # €. o desconto é de # € em cada pacote. quantos pacotes se podem comprar por # €?	discountroad	2	да	cada pacote custa 59 €. o desconto é de 26 € em cada pacote. quantos pacotes se podem comprar por 177 €?
calcola # diviso #	task	2	да	calcola 12 diviso 4
calcule # − #	arith_langs	2	да	calcule 9 − 8
chaque billet coûte # €. la remise est de # € sur chaque billet. combien de billets peut-on acheter pour # € ?	discountroad	2	да	chaque billet coûte 47 €. la remise est de 18 € sur chaque billet. combien de billets peut-on acheter pour 188
chaque paquet coûte # €. la remise est de # € sur chaque paquet. combien de paquets peut-on acheter pour # € ?	discountroad	2	да	chaque paquet coûte 68 €. la remise est de 35 € sur chaque paquet. combien de paquets peut-on acheter pour 99 
chaque paquet coûte # €. la remise est de # € sur chaque paquet. combien paie-t-on pour # paquets ?	discountroad	2	да	chaque paquet coûte 66 €. la remise est de 31 € sur chaque paquet. combien paie-t-on pour 3 paquets ?
che cosa segue dal fatto che # non è divisibile per #?	infer	2	да	che cosa segue dal fatto che 6 non è divisibile per 4?
ci sono # documenti nella cartella. l'atto crea # documento. quanti documenti ci sono nella cartella dopo l'atto?	toolforms	2	да	ci sono 9 documenti nella cartella. l'atto crea 1 documento. quanti documenti ci sono nella cartella dopo l'at
combien de centimes font #,# euros ?	money_langs	2	да	combien de centimes font 18,25 euros ?
combien font # % de # ?	stats_langs	2	да	combien font 15 % de 60 ?
combien font # divisé par # ?	remainders_langs	2	да	combien font 17 divisé par 2 ?
como se escreve # em algarismos romanos?	roman	2	да	como se escreve 24 em algarismos romanos?
como se pode escrever # × # de outra maneira?	rewrite	2	да	como se pode escrever 6 × 3 de outra maneira?
count from # to #. what do we get?	numberline	2	да	count from 7 to 10. what do we get?
czy # + # i # × # to to samo?	rewrite	2	да	czy 7 + 7 i 3 × 7 to to samo?
czy # i # są względnie pierwsze?	inquiry_pl_tr	2	да	czy 19 i 22 są względnie pierwsze?
czy # ma dokładnie dwa dzielniki?	inquiry_pl_tr	2	да	czy 55 ma dokładnie dwa dzielniki?
czy to prawda, że # + # = #?	verifyforms	2	да	czy to prawda, że 82 + 57 = 141?
czy to prawda, że jeśli n jest parzyste, to n + # jest parzyste?	inquiry_pl_tr	2	да	czy to prawda, że jeśli n jest parzyste, to n + 1 jest parzyste?
das erste {Носитель} hat # {Носитель}. wie viele {Носитель} hat das erste {Носитель}?	numphrase	2	да	das erste Kapitel hat 48 Seiten. wie viele Seiten hat das erste Kapitel?
das {Носитель} wartete # {Носитель}. wie lange wartete das {Носитель}?	unit_counts	2	да	das Kind wartete 2 Stunden. wie lange wartete das Kind?
de getallen: #, #, #, #. welk getal is het op een na grootste?	orderforms	2	да	de getallen: 28, 47, 35, 16. welk getal is het op een na grootste?
de klok wijst #:# aan. hoe zegt men dat in woorden?	clockwords	2	да	de klok wijst 4:30 aan. hoe zegt men dat in woorden?
de manhã estavam # graus. desceu # graus. quantos graus estão agora?	signedworld	2	да	de manhã estavam 7 graus. desceu 13 graus. quantos graus estão agora?
de trein rijdt # km/u. hoe ver rijdt hij in # uur?	speedforms	2	да	de trein rijdt 95 km/u. hoe ver rijdt hij in 3 uur?
de trein vertrok om #:#. de reis duurt # uur # minuten. wanneer komt hij aan?	clockforms	2	да	de trein vertrok om 17:40. de reis duurt 1 uur 30 minuten. wanneer komt hij aan?
del # de abril al # de mayo. ¿cuántos días pasaron?	dateforms	2	да	del 25 de abril al 7 de mayo. ¿cuántos días pasaron?
der {Носитель} fuhr # km mit # km/h. in wie vielen {Носитель} fuhr er so weit?	speedforms	2	да	der Zug fuhr 350 km mit 70 km/h. in wie vielen Stunden fuhr er so weit?
der {Носитель} fuhr um #:# ab und kam um #:# an. wie lange fuhr er?	clockforms	2	да	der Zug fuhr um 5:25 ab und kam um 10:10 an. wie lange fuhr er?
der {Носитель} kommt um #:# an. die {Носитель} dauert # {Носитель} # {Носитель}. wann ist er abgefahren?	clockforms	2	да	der Zug kommt um 9:10 an. die Fahrt dauert 2 Stunden 45 Minuten. wann ist er abgefahren?
die erste {Носитель}: lösche keine {Носитель}. die zweite {Носитель}: verschiebe keine {Носитель}. erstelle # {Носитель}. darf der {Носитель} ausgeführt werden?	mandateforms	2	да	die erste Regel: lösche keine Dateien. die zweite Regel: verschiebe keine Dateien. erstelle 2 Dateien. darf de
die {Носитель} dauerte # {Носитель}. wie lange dauerte die {Носитель}?	unit_counts	2	да	die Arbeit dauerte 2 Wochen. wie lange dauerte die Arbeit?
die {Носитель} zeigt #:#. wie sagt man das in {Носитель}?	clockwords	2	да	die Uhr zeigt 1:15. wie sagt man das in Worten?
die {Носитель}: #, #, #. wie gehen sie absteigend?	orderforms	2	да	die Zahlen: 73, 52, 88. wie gehen sie absteigend?
disseste que # menos # dá #. é assim?	object	2	да	disseste que 15 menos 8 dá 7. é assim?
divide # em # partes iguais. quanto dá?	opforms	2	да	divide 21 em 7 partes iguais. quanto dá?
does a loop with target # starting at # with step # land exactly on the target?	cybernetics	2	да	does a loop with target 29 starting at 8 with step 3 land exactly on the target?
du hast gesagt, dass # minus # # macht. stimmt das?	object	2	да	du hast gesagt, dass 15 minus 8 8 macht. stimmt das?
een potlood kost # euro. hoeveel kosten # potloden?	price	2	да	een potlood kost 5 euro. hoeveel kosten 3 potloden?
eine {Носитель} hat # {Носитель}. wie viele {Носитель} hat eine {Носитель}?	nature,topics	2	да	eine Minute hat 60 Sekunden. wie viele Sekunden hat eine Minute?
el gato saltó # metros y luego # metros. ¿cuánto saltó el gato en total?	action_measure_langs	2	да	el gato saltó 27 metros y luego 13 metros. ¿cuánto saltó el gato en total?
el primer capítulo tiene # páginas de largo. ¿qué longitud tiene el primer capítulo?	numphrase	2	да	el primer capítulo tiene 124 páginas de largo. ¿qué longitud tiene el primer capítulo?
el reloj marca #:#. ¿cómo se dice en palabras?	clockwords	2	да	el reloj marca 3:45. ¿cómo se dice en palabras?
el tren llega a las #:#. el viaje dura # hora # minutos. ¿cuándo salió?	clockforms	2	да	el tren llega a las 10:05. el viaje dura 1 hora 20 minutos. ¿cuándo salió?
el tren recorrió # km a # km/h. ¿en cuántas horas recorrió esa distancia?	speedforms	2	да	el tren recorrió 440 km a 110 km/h. ¿en cuántas horas recorrió esa distancia?
elk pak kost # €. de korting is # € op elk pak. hoeveel pakken kan men kopen voor # €?	discountroad	2	да	elk pak kost 59 €. de korting is 26 € op elk pak. hoeveel pakken kan men kopen voor 99 €?
es gibt # {Носитель} in einem {Носитель}, Fahrräder und {Носитель}. ein {Носитель} hat # Räder und ein {Носитель} hat # Räder. es gibt insgesamt # Räder. wie viele Fahrräder gibt es?	two_kinds	2	да	es gibt 20 Fahrzeuge in einem Hof, Fahrräder und Autos. ein Fahrrad hat 2 Räder und ein Auto hat 4 Räder. es g
es gibt # {Носитель} in einem {Носитель}, Fahrräder und {Носитель}. ein {Носитель} hat # Räder und ein {Носитель} hat # Räder. es gibt insgesamt # Räder. wie viele {Носитель} gibt es?	two_kinds	2	да	es gibt 10 Fahrzeuge in einem Hof, Fahrräder und Autos. ein Fahrrad hat 2 Räder und ein Auto hat 4 Räder. es g
es gibt # {Носитель} in einem {Носитель}, Hühner und Kühe. ein {Носитель} hat # {Носитель} und eine {Носитель} hat # {Носитель}. es gibt insgesamt # {Носитель}. wie viele Hühner gibt es?	two_kinds	2	да	es gibt 32 Tiere in einem Hof, Hühner und Kühe. ein Huhn hat 2 Beine und eine Kuh hat 4 Beine. es gibt insgesa
es gibt # {Носитель} in einem {Носитель}, Hühner und Kühe. ein {Носитель} hat # {Носитель} und eine {Носитель} hat # {Носитель}. es gibt insgesamt # {Носитель}. wie viele Kühe gibt es?	two_kinds	2	да	es gibt 30 Tiere in einem Hof, Hühner und Kühe. ein Huhn hat 2 Beine und eine Kuh hat 4 Beine. es gibt insgesa
es gibt # {Носитель} in einer {Носитель}, Käfer und {Носитель}. ein Käfer hat # {Носитель} und eine {Носитель} hat # {Носитель}. es gibt insgesamt # {Носитель}. wie viele {Носитель} gibt es?	two_kinds	2	да	es gibt 26 Insekten in einer Kiste, Käfer und Spinnen. ein Käfer hat 6 Beine und eine Spinne hat 8 Beine. es g
est-ce que # est pair ou impair ?	inquiry_de_fr	2	да	est-ce que 27 est pair ou impair ?
est-il vrai que # n'est pas plus grand que # ?	numberline	2	да	est-il vrai que 5 n'est pas plus grand que 7 ?
five sixths of a number is #. what is the number?	share	2	да	five sixths of a number is 20. what is the number?
from # {Носитель} to # {Носитель}. how many days passed?	dateforms	2	да	from 25 April to 7 May. how many days passed?
gebruiker: hoeveel bestanden zitten er in de map?	actturn	2	да	gebruiker: hoeveel bestanden zitten er in de map?
hay # archivos en la carpeta. el primer acto crea # archivos. creo que responderé #. ¿cuántos archivos hay en la carpeta?	selfmodelforms	2	да	hay 12 archivos en la carpeta. el primer acto crea 5 archivos. creo que responderé 19. ¿cuántos archivos hay e
hay # mensajes en la lista. el primer acto crea # mensajes. ¿cuántos mensajes hay en la lista?	personforms	2	да	hay 20 mensajes en la lista. el primer acto crea 2 mensajes. ¿cuántos mensajes hay en la lista?
heute ist {Носитель}. welcher {Носитель} ist morgen?	calendar_langs	2	да	heute ist Samstag. welcher Tag ist morgen?
ho # mele e # nuove. quante mele ho?	proform	2	да	ho 10 mele e 5 nuove. quante mele ho?
hoeveel is # % van #?	stats_langs	2	да	hoeveel is 10 % van 40?
hoje é segunda-feira. que dia será amanhã?	calendar_langs	2	да	hoje é segunda-feira. que dia será amanhã?
how is x ^ # - # * x + # = # read aloud?	formula_lang	2	да	how is x ^ 2 - 15 * x + 54 = 0 read aloud?
how many apples does {Носитель} have now?	genesis_story	2	да	how many apples does Vera have now?
how many bits do # equally likely outcomes carry?	compsci	2	да	how many bits do 4 equally likely outcomes carry?
how many cents is $#.#?	money	2	да	how many cents is $15.70?
how many coins does {Носитель} have now?	genesis_story	2	да	how many coins does Mary have now?
how many items do # dozens equal?	genesis_units	2	да	how many items do 4 dozens equal?
how many stamps does {Носитель} have left?	genesis_story	2	да	how many stamps does Yuri have left?
how much is # + #?	ruler_dense	2	да	how much is 7 + 1?
how old is {Носитель} now?	age	2	да	how old is Olya now?
how old is {Носитель}'s sister?	age	2	да	how old is Tom's sister?
há # maçãs no cesto: # vermelhas e # verdes. quantas maçãs não são vermelhas?	quantforms	2	да	há 10 maçãs no cesto: 3 vermelhas e 7 verdes. quantas maçãs não são vermelhas?
